accx,accy,accz
-0.0795,0.2855,0.9417
-0.079,0.284,0.948
-0.079,0.2835,0.9475
-0.0834,0.2835,0.9534
-0.0834,0.2826,0.9534
-0.0864,0.2684,0.9695
-0.0874,0.2611,0.9744
-0.0849,0.2562,0.9764
-0.0815,0.2547,0.9813
-0.0815,0.2518,0.9896
-0.0781,0.2454,0.9935
-0.0766,0.243,0.994
-0.0683,0.245,0.9984
-0.0649,0.2425,1.0018
-0.0585,0.2479,1.0033
-0.0546,0.2528,0.9969
-0.0546,0.2533,0.996
-0.0571,0.2557,0.993
-0.0561,0.2581,0.9891
-0.0537,0.2635,0.9862
-0.0571,0.266,0.9867
-0.06,0.2762,0.9813
-0.061,0.2806,0.9906
-0.0615,0.285,0.9857
-0.061,0.2889,0.9886
-0.059,0.2909,0.9955
-0.0581,0.3021,1.0111
-0.0566,0.3016,1.0184
-0.0581,0.2943,1.0365
-0.059,0.2855,1.0599
-0.062,0.2787,1.0682
-0.0571,0.264,1.0873
-0.0546,0.2562,1.0951
-0.0566,0.2459,1.1171
-0.0493,0.2351,1.122
-0.0488,0.2298,1.1313
-0.0385,0.2195,1.1362
-0.0327,0.2146,1.1391
-0.0273,0.2117,1.1401
-0.0204,0.2132,1.1415
-0.0185,0.2063,1.143
-0.0121,0.2088,1.1396
-0.0117,0.2088,1.1396
-0.0082,0.2078,1.1298
-0.0043,0.2122,1.1323
0.0026,0.2185,1.1303
0.004,0.2273,1.1298
0.0089,0.2346,1.1279
0.0114,0.2351,1.1318
0.0226,0.2494,1.1396
0.0226,0.2469,1.1357
0.0231,0.2552,1.1391
0.0211,0.2498,1.1459
0.0187,0.2523,1.1435
0.0167,0.2469,1.142
0.0079,0.2401,1.1523
0.0035,0.2366,1.1611
-0.0131,0.2283,1.1743
-0.0209,0.2215,1.186
-0.0395,0.2151,1.2046
-0.0546,0.2014,1.2236
-0.0781,0.1863,1.2593
-0.1094,0.1624,1.2949
-0.1128,0.1477,1.3067
-0.1187,0.1394,1.3106
-0.1216,0.134,1.3135
-0.1299,0.114,1.3082
-0.1294,0.0983,1.2994
-0.1196,0.0905,1.2959
-0.1079,0.0769,1.2808
-0.104,0.07,1.2681
-0.0888,0.0602,1.2456
-0.0712,0.0573,1.2207
-0.0517,0.0617,1.1968
-0.0414,0.0622,1.186
-0.0283,0.0676,1.1664
-0.0219,0.0715,1.1533
-0.0219,0.0734,1.144
-0.017,0.0788,1.1284
-0.0224,0.0793,1.1181
-0.02,0.0827,1.1064
-0.0244,0.0871,1.0848
-0.0302,0.0964,1.0594
-0.0371,0.1027,1.0379
-0.0371,0.1081,1.0248
-0.0395,0.1184,1.0111
-0.0439,0.1276,0.9891
-0.0449,0.1291,0.9862
-0.0488,0.1443,0.971
-0.0473,0.1497,0.9666
-0.0497,0.1521,0.9641
-0.0517,0.157,0.9641
-0.0546,0.1594,0.9588
-0.0566,0.1624,0.9656
-0.0561,0.1619,0.9705
-0.0585,0.1614,0.9749
-0.0571,0.156,0.9783
-0.0566,0.1546,0.9842
-0.059,0.1531,0.9896
-0.0561,0.1507,0.9896
-0.0532,0.1232,1.0052
-0.0512,0.1208,1.0013
-0.0488,0.114,0.9999
-0.0385,0.0988,0.9964
-0.0336,0.0905,0.9935
-0.0229,0.0842,0.9881
-0.0038,0.0759,0.9759
0.0001,0.0739,0.9725
0.0031,0.0729,0.9695
0.0118,0.07,0.9617
0.0226,0.07,0.9549
0.0328,0.0685,0.9475
0.0328,0.0705,0.9402
0.0314,0.0715,0.9363
0.0294,0.0798,0.9295
0.0177,0.0939,0.9358
0.0153,0.1003,0.9378
0.0128,0.1105,0.9363
0.0065,0.1179,0.9344
0.0035,0.1247,0.9305
0.007,0.1271,0.9231
0.0079,0.134,0.9114
0.0148,0.136,0.908
0.0162,0.1404,0.906
0.0177,0.1409,0.9031
0.0221,0.1414,0.9016
0.027,0.1409,0.8899
0.028,0.1428,0.8885
0.0367,0.1467,0.886
0.0377,0.1477,0.8797
0.0436,0.1467,0.8792
0.0431,0.1463,0.8787
0.0431,0.1492,0.8806
0.0407,0.1507,0.886
0.0411,0.1487,0.8841
0.0324,0.1472,0.8889
0.026,0.1467,0.8899
0.026,0.1497,0.8885
0.0177,0.1516,0.8831
0.0187,0.1516,0.885
0.0104,0.1609,0.8865
0.0109,0.1565,0.8831
0.007,0.1633,0.8797
0.004,0.1731,0.8767
0.0045,0.1814,0.8689
-0.0019,0.1868,0.8659
-0.0034,0.1946,0.861
-0.0043,0.2014,0.8581
-0.0073,0.2044,0.8576
-0.0048,0.2049,0.8542
-0.0082,0.2107,0.8493
-0.0053,0.2078,0.8523
-0.0014,0.2092,0.8464
0.0031,0.2102,0.841
0.0065,0.2092,0.8415
0.0084,0.2102,0.8401
0.0177,0.2063,0.8425
0.0187,0.2014,0.8366
0.0245,0.2009,0.8327
0.0236,0.199,0.8313
0.0265,0.1946,0.8269
0.0265,0.1956,0.8264
0.0275,0.1936,0.8161
0.0275,0.1892,0.8191
0.0221,0.1917,0.8191
0.0187,0.198,0.8171
0.0128,0.2005,0.8142
0.0109,0.2049,0.8181
0.0094,0.2073,0.82
-0.0019,0.2122,0.8147
-0.0126,0.2171,0.8122
-0.017,0.2234,0.8112
-0.0229,0.2283,0.8122
-0.0341,0.2342,0.8034
-0.0366,0.2391,0.8059
-0.041,0.2445,0.8073
-0.0473,0.2479,0.8108
-0.0458,0.2586,0.8117
-0.0454,0.2625,0.8215
-0.0522,0.2664,0.8298
-0.0483,0.2645,0.8327
-0.0478,0.2669,0.8357
-0.0395,0.2572,0.8449
-0.0385,0.2547,0.8493
-0.0327,0.2533,0.8488
-0.0292,0.245,0.8454
-0.0224,0.2406,0.8484
-0.0068,0.2342,0.8464
0.0016,0.2302,0.8435
0.0065,0.2312,0.8464
0.0167,0.2273,0.8449
0.0172,0.2273,0.8503
0.0206,0.2254,0.8557
0.0206,0.2283,0.8635
0.0201,0.2283,0.8713
0.0172,0.2293,0.8792
0.0182,0.2298,0.8875
0.0172,0.2298,0.906
0.0138,0.2361,0.9075
0.0109,0.2346,0.9217
0.0089,0.2381,0.9305
0.0084,0.2376,0.9348
0.0011,0.2332,0.9432
-0.0004,0.2332,0.9471
-0.0004,0.2346,0.949
-0.0019,0.2312,0.9539
-0.0043,0.2361,0.9607
-0.0058,0.2411,0.9637
-0.0063,0.2415,0.9715
-0.0078,0.242,0.9754
-0.0034,0.2425,0.9759
-0.0073,0.2445,0.9813
-0.0078,0.2454,0.9803
-0.0117,0.2469,0.9857
-0.0102,0.2464,0.9842
-0.0161,0.2445,0.9842
-0.0131,0.2454,0.9828
-0.0107,0.2454,0.9837
-0.0112,0.2454,0.9823
-0.0034,0.2503,0.9808
-0.0019,0.2528,0.9778
0.0001,0.2591,0.9818
0.0031,0.2581,0.9828
0.0074,0.263,0.9764
0.0109,0.2611,0.9759
0.0143,0.264,0.9725
0.0182,0.263,0.9695
0.0241,0.2635,0.9637
0.0275,0.264,0.9602
0.0343,0.2694,0.9529
0.0353,0.2718,0.9471
0.0426,0.2743,0.9412
0.0494,0.2767,0.9324
0.0499,0.2747,0.9256
0.0494,0.2782,0.9168
0.0475,0.2777,0.9148
0.0382,0.2757,0.9202
0.0358,0.2782,0.9134
0.0275,0.2791,0.9217
0.0255,0.2796,0.9236
0.0182,0.2801,0.9295
0.0148,0.2791,0.927
0.0104,0.2835,0.927
0.0045,0.2826,0.9324
0.0021,0.2845,0.93
0.0006,0.2811,0.9324
-0.0029,0.2865,0.93
-0.0019,0.2884,0.9324
-0.0048,0.283,0.9305
-0.0053,0.2874,0.9187
-0.0038,0.285,0.9182
0.0006,0.2865,0.9158
0.0031,0.2865,0.9124
0.0079,0.284,0.9036
0.0157,0.2816,0.8909
0.0177,0.2821,0.888
0.0192,0.2806,0.885
0.0167,0.2787,0.906
0.0201,0.2743,0.908
0.0148,0.2767,0.9153
0.0109,0.2747,0.9383
0.0074,0.2718,0.9558
0.0035,0.2679,0.9676
0.0016,0.265,0.9783
-0.0029,0.265,0.992
-0.0063,0.2601,1.0135
-0.018,0.2484,1.0707
-0.0234,0.2385,1.0956
-0.0288,0.2317,1.1284
-0.0317,0.2205,1.1347
-0.0341,0.2102,1.1489
-0.0419,0.198,1.1498
-0.0414,0.1956,1.1464
-0.0424,0.1951,1.1513
-0.0463,0.1922,1.1425
-0.0497,0.1907,1.1406
-0.0571,0.199,1.1313
-0.06,0.2078,1.124
-0.0615,0.2136,1.1186
-0.0629,0.218,1.1113
-0.0732,0.2229,1.103
-0.0707,0.2288,1.0858
-0.0771,0.2454,1.0765
-0.0781,0.2498,1.0712
-0.0761,0.266,1.0624
-0.0717,0.2752,1.056
-0.0673,0.287,1.0492
-0.0639,0.2972,1.0462
-0.061,0.3075,1.0477
-0.06,0.3133,1.0565
-0.0605,0.3133,1.0648
-0.0615,0.3114,1.0799
-0.0605,0.3075,1.0878
-0.0629,0.3001,1.0956
-0.0688,0.2777,1.1117
-0.0703,0.2664,1.122
-0.0703,0.2528,1.1381
-0.0751,0.2381,1.1484
-0.0815,0.2259,1.1586
-0.0874,0.2161,1.1684
-0.0961,0.1873,1.1909
-0.1079,0.1702,1.21
-0.1113,0.1511,1.2354
-0.1182,0.1467,1.2451
-0.1192,0.1311,1.2554
-0.1235,0.1203,1.2627
-0.126,0.1159,1.2666
-0.1314,0.1057,1.2534
-0.1289,0.0988,1.249
-0.1284,0.0998,1.2236
-0.1284,0.0983,1.2095
-0.1255,0.0998,1.1953
-0.1279,0.1027,1.183
-0.1275,0.1071,1.1694
-0.1314,0.1159,1.1508
-0.1318,0.1237,1.141
-0.1309,0.1286,1.1357
-0.1338,0.1433,1.1161
-0.1323,0.1463,1.1074
-0.1323,0.157,1.0937
-0.1343,0.1624,1.076
-0.1333,0.1668,1.0555
-0.1333,0.1712,1.0248
-0.1314,0.1731,1.0223
-0.1328,0.176,1.0023
-0.1333,0.1765,0.9847
-0.1318,0.177,0.9729
-0.1358,0.177,0.9695
-0.1294,0.1756,0.9583
-0.1304,0.179,0.9466
-0.1284,0.178,0.9339
-0.1265,0.1804,0.9344
-0.1201,0.1785,0.9383
-0.1265,0.177,0.9383
-0.1172,0.178,0.9402
-0.1201,0.1721,0.9495
-0.1226,0.1629,0.9558
-0.1279,0.1594,0.9573
-0.1265,0.1546,0.9568
-0.1309,0.1375,0.9593
-0.1333,0.1365,0.9554
-0.1299,0.1237,0.9534
-0.1221,0.1223,0.9485
-0.1231,0.1154,0.9549
-0.1172,0.1184,0.9456
-0.1157,0.1154,0.9461
-0.1099,0.1135,0.9348
-0.1049,0.1188,0.9378
-0.0976,0.1184,0.928
-0.0971,0.1218,0.9275
-0.0991,0.1232,0.9202
-0.0937,0.1228,0.9256
-0.0981,0.1188,0.9285
-0.0986,0.1237,0.9202
-0.0976,0.1213,0.9212
-0.1025,0.1203,0.9212
-0.1025,0.1247,0.9197
-0.102,0.1203,0.9158
-0.1069,0.1184,0.9168
-0.1104,0.1174,0.9178
-0.102,0.114,0.9182
-0.1065,0.1237,0.9329
-0.102,0.1218,0.9314
-0.0986,0.1247,0.9368
-0.101,0.1257,0.9344
-0.0957,0.1179,0.9197
-0.0927,0.1149,0.9192
-0.0908,0.1164,0.9148
-0.0849,0.1125,0.9031
-0.0795,0.1169,0.8929
-0.0781,0.1198,0.8875
-0.0742,0.1232,0.8806
-0.0639,0.1301,0.8698
-0.061,0.1394,0.8679
-0.06,0.1467,0.8689
-0.0576,0.1565,0.8615
-0.0571,0.1619,0.8596
-0.0561,0.1716,0.862
-0.06,0.178,0.8547
-0.061,0.1814,0.8567
-0.0659,0.1824,0.8552
-0.0742,0.1892,0.8571
-0.0815,0.1902,0.8537
-0.0917,0.1956,0.8479
-0.0937,0.1961,0.844
-0.0961,0.1926,0.8449
-0.1065,0.199,0.8381
-0.1054,0.198,0.8386
-0.101,0.2005,0.8435
-0.1015,0.1995,0.8484
-0.102,0.2039,0.8498
-0.1049,0.198,0.8547
-0.1074,0.2005,0.8703
-0.1065,0.1951,0.8664
-0.1059,0.1897,0.865
-0.1069,0.1873,0.8679
-0.1128,0.1868,0.864
-0.1049,0.1897,0.863
-0.1074,0.1878,0.8567
-0.101,0.1946,0.8508
-0.0991,0.1956,0.8459
-0.0942,0.2019,0.841
-0.0878,0.2092,0.8322
-0.0825,0.2127,0.8303
-0.083,0.2112,0.8259
-0.0786,0.2151,0.82
-0.0761,0.2161,0.8181
-0.0766,0.2244,0.8166
-0.0737,0.2283,0.8156
-0.0776,0.2312,0.8161
-0.0825,0.2327,0.8171
-0.0869,0.2337,0.8147
-0.0834,0.2351,0.8234
-0.0874,0.2342,0.8215
-0.0844,0.2371,0.8278
-0.0913,0.2322,0.8278
-0.0878,0.2307,0.8318
-0.0854,0.2327,0.844
-0.0869,0.2307,0.8532
-0.0864,0.2327,0.8552
-0.081,0.2259,0.8645
-0.0776,0.2254,0.8737
-0.0761,0.2278,0.8816
-0.0781,0.2244,0.8855
-0.0747,0.2293,0.8987
-0.0761,0.2283,0.9055
-0.0751,0.2263,0.9153
-0.0756,0.2239,0.928
-0.079,0.2254,0.9383
-0.0815,0.219,0.95
-0.0942,0.2088,0.9598
-0.102,0.2102,0.9676
-0.1138,0.2097,0.9749
-0.124,0.2088,0.9793
-0.1367,0.2141,0.9876
-0.146,0.2136,0.9901
-0.1504,0.2176,0.992
-0.1533,0.2171,0.9901
-0.1709,0.2298,0.9872
-0.1939,0.2376,0.9828
-0.1968,0.2425,0.9798
-0.2056,0.2557,0.972
-0.21,0.2596,0.972
-0.2114,0.2777,0.9666
-0.2119,0.2835,0.9646
-0.2051,0.3011,0.9568
-0.2022,0.305,0.9593
-0.1909,0.3133,0.9544
-0.1865,0.329,0.9461
-0.1773,0.3348,0.9334
-0.1611,0.3476,0.9168
-0.148,0.3559,0.8992
-0.125,0.3583,0.8821
-0.1177,0.3608,0.8787
-0.1138,0.3617,0.8703
-0.1059,0.3622,0.8679
-0.0986,0.3617,0.8645
-0.0913,0.3568,0.8571
-0.081,0.3505,0.8513
-0.0732,0.3382,0.8513
-0.0712,0.3324,0.8503
-0.0707,0.328,0.8493
-0.062,0.3153,0.8562
-0.0624,0.307,0.8552
-0.0585,0.3036,0.8571
-0.061,0.2972,0.8606
-0.0585,0.2953,0.8659
-0.0576,0.2948,0.8718
-0.0585,0.2835,0.8797
-0.0551,0.2767,0.888
-0.0551,0.2723,0.8972
-0.0556,0.263,0.9099
-0.0537,0.2528,0.9182
-0.0561,0.2513,0.9236
-0.0527,0.2454,0.9329
-0.0566,0.243,0.9339
-0.0561,0.2401,0.9334
-0.0556,0.2396,0.9344
-0.0561,0.2342,0.9363
-0.0576,0.2327,0.9378
-0.059,0.2317,0.9353
-0.0605,0.2327,0.9368
-0.0561,0.2342,0.9358
-0.062,0.2371,0.9388
-0.0668,0.2406,0.9441
-0.0678,0.2411,0.9432
-0.0703,0.2469,0.9412
-0.0737,0.2484,0.9373
-0.079,0.2523,0.9378
-0.0771,0.2552,0.9305
-0.0737,0.2562,0.9256
-0.0727,0.2606,0.927
-0.0776,0.2596,0.9197
-0.0707,0.2699,0.9192
-0.0693,0.2713,0.9168
-0.0634,0.2757,0.9265
-0.0624,0.2782,0.9329
-0.0668,0.2762,0.9451
-0.0673,0.2704,0.9622
-0.0693,0.266,0.9681
-0.0727,0.2586,0.9813
-0.0751,0.2425,0.9989
-0.0786,0.2351,1.0043
-0.0815,0.2171,1.0238
-0.0805,0.2092,1.035
-0.081,0.2034,1.0389
-0.08,0.1995,1.0536
-0.0761,0.1887,1.0629
-0.0707,0.1785,1.0809
-0.0659,0.1785,1.0981
-0.0566,0.1785,1.1098
-0.0537,0.18,1.1166
-0.0507,0.1834,1.1186
-0.0473,0.1926,1.1249
-0.0439,0.2049,1.1259
-0.0414,0.2083,1.1337
-0.0405,0.2283,1.1347
-0.04,0.2406,1.145
-0.0454,0.244,1.1484
-0.0493,0.2508,1.1513
-0.0502,0.2572,1.1542
-0.0571,0.2606,1.1616
-0.06,0.2606,1.162
-0.0605,0.2625,1.1591
-0.062,0.2606,1.1572
-0.0634,0.2601,1.1523
-0.0659,0.264,1.1464
-0.0673,0.2601,1.1503
-0.0668,0.2596,1.142
-0.0678,0.2591,1.143
-0.0707,0.2572,1.1357
-0.0707,0.2518,1.1323
-0.0703,0.2464,1.1342
-0.0722,0.2312,1.1327
-0.0732,0.2219,1.1362
-0.0742,0.2141,1.1342
-0.0737,0.2029,1.1337
-0.0732,0.1892,1.1342
-0.0712,0.18,1.1367
-0.0673,0.158,1.1396
-0.0703,0.1492,1.1459
-0.0698,0.1331,1.1596
-0.0727,0.1257,1.1708
-0.0717,0.1208,1.1772
-0.0766,0.1125,1.1821
-0.0844,0.113,1.1904
-0.0859,0.1149,1.1948
-0.0922,0.1159,1.1987
-0.0966,0.1218,1.2007
-0.1059,0.1325,1.2026
-0.1128,0.138,1.2026
-0.1162,0.1414,1.1982
-0.1206,0.1536,1.1899
-0.1182,0.1633,1.1752
-0.1167,0.1756,1.163
-0.1128,0.1785,1.1523
-0.0932,0.1907,1.1376
-0.0864,0.1941,1.1269
-0.0639,0.2049,1.1098
-0.0522,0.2029,1.0898
-0.0292,0.2058,1.0697
-0.0244,0.2009,1.0565
-0.0038,0.1995,1.0404
0.0055,0.199,1.0184
0.0128,0.2014,1.015
0.0221,0.1975,1.0023
0.0211,0.2024,0.995
0.0265,0.2053,0.9867
0.0304,0.2078,0.9788
0.0319,0.2117,0.9768
0.0294,0.2117,0.9754
0.0265,0.2117,0.9759
0.0245,0.218,0.9813
0.0123,0.2156,0.9901
0.0026,0.2171,0.9906
-0.0102,0.2132,0.9999
-0.0165,0.2088,1.0013
-0.0253,0.2044,1.0062
-0.0371,0.1931,1.0174
-0.0454,0.1843,1.0223
-0.0463,0.177,1.0301
-0.0566,0.1609,1.0414
-0.0615,0.156,1.0511
-0.0624,0.1467,1.0516
-0.0659,0.1399,1.0531
-0.0668,0.1355,1.0565
-0.0615,0.1306,1.056
-0.0624,0.1232,1.0526
-0.0561,0.1223,1.0433
-0.0541,0.1262,1.0438
-0.0444,0.1355,1.0253
-0.0371,0.158,1.0111
-0.0327,0.178,1.0091
-0.0366,0.1834,1.0043
-0.0405,0.1873,1.0062
-0.0429,0.1975,1.0023
-0.0458,0.2053,1.0047
-0.0468,0.2083,1.0008
-0.0458,0.2063,0.9989
-0.0478,0.2088,1.0062
-0.0468,0.2053,1.0052
-0.0473,0.2019,1.0072
-0.0424,0.1985,1.0072
-0.0385,0.1922,1.0062
-0.0331,0.1883,1.0106
-0.0229,0.1829,1.0062
-0.0063,0.1697,0.9964
0.0031,0.1692,0.9876
0.0148,0.1604,0.9744
0.028,0.1624,0.9544
0.0328,0.157,0.9485
0.0397,0.1565,0.9392
0.0392,0.156,0.9158
0.047,0.158,0.9114
0.0543,0.1604,0.8855
0.0411,0.1643,0.8625
0.0338,0.1702,0.8493
0.0265,0.1736,0.8444
0.0187,0.1814,0.8254
0.0055,0.1912,0.8122
-0.0024,0.199,0.8064
-0.0165,0.2078,0.7883
-0.0278,0.2215,0.7756
-0.0419,0.2327,0.758
-0.0434,0.2396,0.7487
-0.0419,0.2552,0.7311
-0.0419,0.2674,0.7213
-0.0371,0.2757,0.712
-0.0351,0.2806,0.6994
-0.0351,0.2816,0.7023
-0.0253,0.2826,0.6964
-0.0224,0.2733,0.6896
-0.0165,0.2694,0.6959
-0.0068,0.2572,0.692
0.0035,0.2381,0.6974
0.0167,0.2278,0.7028
0.025,0.2244,0.712
0.0289,0.2219,0.7111
0.0358,0.2102,0.7257
0.0363,0.2097,0.7301
0.0411,0.2078,0.7384
0.0402,0.2034,0.7477
0.0382,0.2024,0.7575
0.0363,0.2009,0.7599
0.0343,0.1985,0.7667
0.027,0.2,0.7858
0.0245,0.2024,0.799
0.0182,0.2049,0.8176
0.0167,0.2058,0.8244
0.0157,0.2019,0.8405
0.0065,0.2044,0.8562
-0.0038,0.2029,0.8659
-0.0068,0.2132,0.8737
-0.0082,0.2141,0.8743
-0.0029,0.2141,0.8767
0.0026,0.2176,0.8787
0.004,0.2219,0.8777
0.0079,0.2254,0.8733
0.0182,0.2351,0.8698
0.0197,0.2376,0.8615
0.026,0.2381,0.8606
0.0275,0.242,0.8576
0.028,0.244,0.8557
0.0372,0.2474,0.8474
0.0392,0.2464,0.844
0.0446,0.2552,0.8376
0.0421,0.2557,0.8327
0.0411,0.2591,0.8308
0.0392,0.2616,0.8303
0.0304,0.2674,0.8381
0.0304,0.2728,0.8454
0.0226,0.2787,0.863
0.0182,0.2801,0.865
0.0035,0.2923,0.8938
-0.0014,0.2948,0.906
-0.017,0.2992,0.9246
-0.0219,0.2997,0.9368
-0.0302,0.3006,0.9422
-0.0458,0.305,0.9505
-0.0541,0.3065,0.9622
-0.0556,0.3075,0.9637
-0.0581,0.3133,0.971
-0.0532,0.3187,0.9685
-0.0507,0.3202,0.9681
-0.0419,0.3246,0.9632
-0.0268,0.3329,0.9578
-0.0151,0.3363,0.9583
-0.0048,0.3431,0.9515
0.0084,0.3407,0.9534
0.0148,0.3436,0.9505
0.025,0.3431,0.95
0.0284,0.3402,0.95
0.0343,0.3382,0.95
0.0465,0.3392,0.9563
0.0509,0.3338,0.9612
0.0504,0.3319,0.9685
0.048,0.328,0.9734
0.0509,0.3197,0.9793
0.0407,0.308,0.9842
0.0402,0.3006,0.9901
0.0387,0.2948,0.9955
0.0328,0.2909,0.9989
0.0255,0.2791,1.0023
0.0123,0.2723,1.0057
0.0104,0.2699,1.0067
0.007,0.2684,0.9989
0.006,0.2684,0.9916
0.0011,0.2738,0.9685
0.0026,0.2777,0.9705
-0.0009,0.2889,0.9598
0.0011,0.304,0.9412
0.0089,0.3065,0.9392
0.0104,0.3109,0.9402
0.0123,0.3109,0.9378
0.0114,0.308,0.9397
0.0133,0.3021,0.9397
0.0099,0.3021,0.9373
0.0133,0.2899,0.9422
0.0118,0.287,0.9417
0.0157,0.2884,0.9456
0.0133,0.2806,0.9466
0.0094,0.283,0.9471
0.0123,0.2762,0.9563
0.0104,0.2772,0.9529
0.0123,0.2796,0.951
0.0099,0.2796,0.9573
0.0074,0.2801,0.9617
0.0065,0.2801,0.9651
0.0035,0.284,0.9749
-0.0019,0.2874,0.9798
-0.0068,0.2909,0.9911
-0.0209,0.2943,0.9994
-0.0375,0.3055,1.0003
-0.0371,0.3158,0.9955
